movieId,title,genres
3813,Interiors ,Drama
3814,Love and Death ,Comedy
3816,"Official Story, The (La historia oficial) ",Drama
3819,Tampopo ,Comedy
3821,Nutty Professor II: The Klumps ,Comedy
3822,"Girl on the Bridge, The (Fille sur le pont, La) ",Drama|Romance
3823,Wonderland ,Drama
3824,Autumn in New York ,Drama|Romance
3825,Coyote Ugly ,Comedy|Drama|Romance
3826,Hollow Man ,Horror|Sci-Fi|Thriller
3827,Space Cowboys ,Action|Adventure|Comedy|Sci-Fi
3830,Psycho Beach Party ,Comedy|Horror|Thriller
3831,Saving Grace ,Comedy
3832,"Black Sabbath (Tre volti della paura, I) ",Horror
3833,"Brain That Wouldn't Die, The ",Horror|Sci-Fi
3834,Bronco Billy ,Adventure|Drama|Romance
3835,"Crush, The ",Thriller
3836,Kelly's Heroes ,Action|Comedy|War
3837,Phantasm II ,Action|Fantasy|Horror|Sci-Fi|Thriller
3838,Phantasm III: Lord of the Dead ,Horror
3839,Phantasm IV: Oblivion ,Horror
3840,Pumpkinhead ,Horror
3841,Air America ,Action|Comedy
3843,Sleepaway Camp ,Horror
3844,Steel Magnolias ,Drama
3845,And God Created Woman (Et Dieu... créa la femme) ,Drama
3846,Easy Money ,Comedy
3847,"Ilsa, She Wolf of the SS ",Horror
3849,The Spiral Staircase ,Horror|Mystery|Thriller
3851,I'm the One That I Want ,Comedy
3852,"Tao of Steve, The ",Comedy
3855,"Affair of Love, An (Liaison pornographique, Une) ",Drama|Romance
3857,Bless the Child ,Thriller
3858,Cecil B. DeMented ,Comedy
3859,"Eyes of Tammy Faye, The ",Documentary
3861,"Replacements, The ",Comedy
3862,About Adam ,Comedy
3863,"Cell, The ",Drama|Horror|Thriller
3864,Godzilla 2000 (Gojira ni-sen mireniamu) ,Action|Adventure|Sci-Fi
3865,"Original Kings of Comedy, The ",Comedy|Documentary
3868,"Naked Gun: From the Files of Police Squad!, The ",Action|Comedy|Crime|Romance
3869,"Naked Gun 2 1/2: The Smell of Fear, The ",Comedy
3870,Our Town ,Drama
3871,Shane ,Drama|Western
3872,"Suddenly, Last Summer ",Drama
3873,Cat Ballou ,Comedy|Western
3877,Supergirl ,Action|Adventure|Fantasy
3879,"Art of War, The ",Action|Thriller
3882,Bring It On ,Comedy
3884,"Crew, The ",Comedy
3888,Skipped Parts ,Drama|Romance
3889,Highlander: Endgame (Highlander IV) ,Action|Adventure|Fantasy
3893,Nurse Betty ,Comedy|Crime|Drama|Romance|Thriller
3894,Solas ,Drama
3895,"Watcher, The ",Crime|Thriller
3896,"Way of the Gun, The ",Crime|Thriller
3897,Almost Famous ,Drama
3898,Bait ,Action|Comedy
3899,Circus ,Crime|Drama|Thriller
3900,Crime and Punishment in Suburbia ,Comedy|Drama
3901,Duets ,Comedy|Drama
3906,Under Suspicion ,Crime|Thriller
3908,Urban Legends: Final Cut ,Horror
3909,Woman on Top ,Comedy|Romance
3910,Dancer in the Dark ,Drama|Musical
3911,Best in Show ,Comedy
3912,Beautiful ,Comedy|Drama
3914,"Broken Hearts Club, The ",Drama
3915,Girlfight ,Drama
3916,Remember the Titans ,Drama
3917,Hellraiser ,Horror
3918,Hellbound: Hellraiser II ,Horror
3919,Hellraiser III: Hell on Earth ,Horror
3920,"Faraway, So Close (In weiter Ferne, so nah!) ",Drama|Fantasy|Mystery|Romance
3922,Bikini Beach ,Comedy
3925,Stranger Than Paradise ,Comedy|Drama
3926,Voyage to the Bottom of the Sea ,Adventure|Sci-Fi
3927,Fantastic Voyage ,Adventure|Sci-Fi
3928,Abbott and Costello Meet Frankenstein ,Comedy|Horror
3929,"Bank Dick, The ",Comedy
3930,"Creature from the Black Lagoon, The ",Adventure|Horror|Sci-Fi
3932,"Invisible Man, The ",Horror|Sci-Fi
3933,"Killer Shrews, The ",Horror|Sci-Fi
3937,Runaway ,Sci-Fi|Thriller
3938,"Slumber Party Massacre, The ",Horror
3939,Slumber Party Massacre II ,Horror
3940,Slumber Party Massacre III ,Horror
3941,Sorority House Massacre ,Horror
3942,Sorority House Massacre II ,Horror
3943,Bamboozled ,Comedy
3945,Digimon: The Movie ,Adventure|Animation|Children
3946,Get Carter ,Action|Drama|Thriller
3947,Get Carter ,Action|Crime|Drama|Thriller
3948,Meet the Parents ,Comedy
3949,Requiem for a Dream ,Drama
3950,Tigerland ,Drama
3951,Two Family House ,Drama
3952,"Contender, The ",Drama|Thriller
3953,Dr. T and the Women ,Comedy|Romance
3955,"Ladies Man, The ",Comedy
3957,Billy Jack ,Action|Drama
3958,Billy Jack Goes to Washington ,Drama
3959,"Time Machine, The ",Action|Adventure|Sci-Fi
3962,Ghoulies II ,Comedy|Horror
3963,"Unsinkable Molly Brown, The ",Musical
3964,"Adventures of Ichabod and Mr. Toad, The ",Animation|Children
3965,"Strange Love of Martha Ivers, The ",Drama|Film-Noir
3966,Detour ,Crime|Film-Noir
3967,Billy Elliot ,Drama
3968,Bedazzled ,Comedy
3969,Pay It Forward ,Drama
3971,"Private Eyes, The ",Comedy|Mystery
3972,"Legend of Drunken Master, The (Jui kuen II) ",Action|Comedy
3973,Book of Shadows: Blair Witch 2 ,Crime|Horror|Mystery|Thriller
3974,"Little Vampire, The ",Adventure|Children
3977,Charlie's Angels ,Action|Comedy
3978,"Legend of Bagger Vance, The ",Drama|Romance
3979,Little Nicky ,Comedy
3980,Men of Honor ,Drama
3981,Red Planet ,Action|Sci-Fi|Thriller
3983,You Can Count on Me ,Drama|Romance
3984,Diamonds Are Forever ,Action|Adventure|Thriller
3985,"Eagle Has Landed, The ",Drama|War
3986,"6th Day, The ",Action|Sci-Fi|Thriller
3987,Bounce ,Drama|Romance
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) ,Children|Comedy|Fantasy
3989,One Day in September ,Documentary
3990,Rugrats in Paris: The Movie ,Animation|Children|Comedy
3991,102 Dalmatians ,Children|Comedy
3992,Malèna ,Drama|Romance|War
3993,Quills ,Drama|Romance
3994,Unbreakable ,Drama|Sci-Fi
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) ",Action|Drama|Romance
3997,Dungeons & Dragons ,Action|Adventure|Comedy|Fantasy
3998,Proof of Life ,Drama
3999,Vertical Limit ,Action|Adventure
4000,"Bounty, The ",Adventure|Drama
4002,"Planes, Trains & Automobiles ",Comedy
4003,She's Having a Baby ,Comedy
4005,"Living Daylights, The ",Action|Adventure|Thriller
4006,Transformers: The Movie ,Adventure|Animation|Children|Sci-Fi
4007,Wall Street ,Drama
4008,Born on the Fourth of July ,Drama|War
4009,Talk Radio ,Drama
4010,Brewster's Millions ,Comedy
4011,Snatch ,Comedy|Crime|Thriller
4012,Punchline ,Comedy|Drama
4014,Chocolat ,Drama|Romance
4015,"Dude, Where's My Car? ",Comedy|Sci-Fi
4016,"Emperor's New Groove, The ",Adventure|Animation|Children|Comedy|Fantasy
4017,Pollock ,Drama
4018,What Women Want ,Comedy|Romance
4019,Finding Forrester ,Drama
4020,"Gift, The ",Thriller
4021,Before Night Falls ,Drama
4022,Cast Away ,Drama
4023,"Family Man, The ",Comedy|Drama|Romance
4024,"House of Mirth, The ",Romance
4025,Miss Congeniality ,Comedy|Crime
4027,"O Brother, Where Art Thou? ",Adventure|Comedy|Crime
4029,State and Main ,Comedy|Drama
4030,Dracula 2000 ,Horror
4031,All the Pretty Horses ,Drama|Romance|Western
4032,"Everlasting Piece, An ",Comedy
4033,Thirteen Days ,Drama|Thriller|War
4034,Traffic ,Crime|Drama|Thriller
4035,"Claim, The ",Romance|Western
4036,Shadow of the Vampire ,Drama|Horror
4037,House of Games ,Crime|Film-Noir|Mystery|Thriller
4039,Annie ,Children|Musical
4040,Don't Tell Mom the Babysitter's Dead ,Comedy
4041,"Officer and a Gentleman, An ",Drama|Romance
4042,"Alamo, The ",Action|Drama|War|Western
4043,At Close Range ,Crime|Drama
4046,Friendly Persuasion ,Drama
4047,Gettysburg ,Drama|War
4051,Horrors of Spider Island (Ein Toter Hing im Netz) ,Horror|Sci-Fi
4052,Antitrust ,Crime|Drama|Thriller
4053,Double Take ,Action|Comedy
4054,Save the Last Dance ,Drama|Romance
4055,Panic ,Drama
4056,"Pledge, The ",Crime|Drama|Mystery|Thriller
4061,The Man in the Moon ,Drama|Romance
4062,Mystic Pizza ,Comedy|Drama|Romance
4063,Prelude to a Kiss ,Comedy|Drama|Romance
4064,Coffy ,Action|Crime|Thriller
4065,Foxy Brown ,Action|Crime|Drama
4066,I'm Gonna Git You Sucka ,Action|Comedy
4067,Untamed Heart ,Drama|Romance
4068,Sugar & Spice ,Comedy
4069,"Wedding Planner, The ",Comedy|Romance
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) ",Drama
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) ",Drama|Thriller
4078,Amazing Grace and Chuck ,Drama
4079,Amazon Women on the Moon ,Comedy|Sci-Fi
4080,Baby Boom ,Comedy
4081,Back to the Beach ,Comedy
4082,Barfly ,Comedy|Drama|Romance
4083,Best Seller ,Thriller
4084,Beverly Hills Cop II ,Action|Comedy|Crime|Thriller
4085,Beverly Hills Cop ,Action|Comedy|Crime|Drama
4086,"Big Easy, The ",Action|Crime|Mystery|Romance|Thriller
4089,Born in East L.A. ,Comedy
4090,"Brave Little Toaster, The ",Animation|Children
4091,Can't Buy Me Love ,Comedy|Romance
4092,Cherry 2000 ,Romance|Sci-Fi
4093,Cop ,Thriller
4102,Eddie Murphy Raw ,Comedy|Documentary
4103,Empire of the Sun ,Action|Adventure|Drama|War
4104,Ernest Goes to Camp ,Comedy
4105,"Evil Dead, The ",Fantasy|Horror|Thriller
4109,Flowers in the Attic ,Drama|Thriller
4110,"Fourth Protocol, The ",Thriller
4111,Gardens of Stone ,Drama|War
4113,"Glass Menagerie, The ",Drama
4115,Hiding Out ,Comedy
4116,Hollywood Shuffle ,Comedy
4117,Hope and Glory ,Drama
4121,Innerspace ,Action|Adventure|Comedy|Sci-Fi
4123,Ishtar ,Comedy
4124,Jaws: The Revenge ,Horror|Thriller
4125,Leonard Part 6 ,Comedy|Sci-Fi
4126,Less Than Zero ,Drama
4127,"Like Father, Like Son ",Comedy
4128,"Lost Boys, The ",Comedy|Horror|Thriller
4129,Made in Heaven ,Fantasy|Romance
4130,Maid to Order ,Comedy|Fantasy
4131,Making Mr. Right ,Comedy|Romance|Sci-Fi
4132,Mannequin ,Comedy|Romance
4133,Masters of the Universe ,Action|Adventure|Fantasy|Sci-Fi
4135,"Monster Squad, The ",Adventure|Comedy|Horror
4138,My Demon Lover ,Comedy|Horror
4139,No Man's Land ,Crime|Drama
4141,Head Over Heels ,Comedy|Romance
4142,Left Behind: The Movie ,Action|Adventure|Drama|Thriller
4143,Valentine ,Horror|Mystery
4144,In the Mood For Love (Fa yeung nin wa) ,Drama|Romance
4146,"Million Dollar Hotel, The ",Drama|Mystery|Romance
4147,Nico and Dani (Krámpack) ,Comedy|Drama|Romance
4148,Hannibal ,Horror|Thriller
4149,Saving Silverman (Evil Woman) ,Comedy|Romance
4152,Vatel ,Drama
4153,Down to Earth ,Comedy|Fantasy|Romance
4154,Recess: School's Out ,Animation|Children
4155,Sweet November ,Drama|Romance
4156,Company Man ,Comedy
4157,"Price of Milk, The ",Comedy|Drama|Fantasy|Romance
4158,Monkeybone ,Animation|Comedy|Fantasy
4159,3000 Miles to Graceland ,Action|Thriller
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) ",Drama|Romance
4161,"Mexican, The ",Action|Comedy
4164,"Caveman's Valentine, The ",Drama
4166,Series 7: The Contenders ,Action|Drama
4167,15 Minutes ,Thriller
4168,Get Over It ,Comedy|Romance
4171,Long Night's Journey Into Day ,Documentary
4174,Avalon ,Drama
4175,Gray's Anatomy ,Comedy|Drama
4178,Of Mice and Men ,Drama
4180,Reform School Girls ,Action|Drama
4181,Tapeheads ,Comedy
4184,"Bishop's Wife, The ",Comedy|Drama|Romance
4187,Lilies of the Field ,Drama
4189,"Greatest Story Ever Told, The ",Drama
4190,Elmer Gantry ,Drama
4191,Alfie ,Comedy|Drama|Romance
4193,"Fantasticks, The ",Musical
4194,I Know Where I'm Going! ,Drama|Romance|War
4195,"Abominable Dr. Phibes, The ",Horror|Mystery
4197,Real Life ,Comedy
4198,Battle Beyond the Stars ,Sci-Fi
4200,Double Impact ,Action
4202,Fuzz ,Drama
4203,Harley Davidson and the Marlboro Man ,Action|Crime|Drama
4204,Losin' It ,Comedy
4205,Mermaids ,Comedy|Drama|Romance
4207,Navy Seals ,Action|Adventure|War
4210,Manhunter ,Action|Crime|Drama|Horror|Thriller
4211,Reversal of Fortune ,Drama
4212,Death on the Nile ,Crime|Mystery
4214,Revenge of the Nerds ,Comedy
4215,Revenge of the Nerds II: Nerds in Paradise ,Comedy
4217,4 Little Girls ,Documentary
4218,River's Edge ,Crime|Drama
4219,Girls Just Want to Have Fun ,Comedy
4220,"Longest Yard, The ",Comedy
4221,Necessary Roughness ,Comedy
4223,Enemy at the Gates ,Drama|War
4224,Exit Wounds ,Action|Thriller
4225,"Dish, The ",Comedy
4226,Memento ,Mystery|Thriller
4228,Heartbreakers ,Comedy|Crime|Romance
4229,Say It Isn't So ,Comedy|Romance
4231,Someone Like You ,Comedy|Romance
4232,Spy Kids ,Action|Adventure|Children|Comedy
4233,Tomcats ,Comedy
4234,"Tailor of Panama, The ",Drama|Thriller
4235,Amores Perros (Love's a Bitch) ,Drama|Thriller
4236,Keep the River on Your Right: A Modern Cannibal Tale ,Documentary
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) ",Documentary
4238,Along Came a Spider ,Action|Crime|Mystery|Thriller
4239,Blow ,Crime|Drama
4240,Just Visiting ,Comedy|Fantasy
4241,Pokémon 3: The Movie ,Animation|Children
4242,Beautiful Creatures ,Comedy|Crime|Drama|Thriller
4243,Brigham City ,Crime|Drama|Mystery
4246,Bridget Jones's Diary ,Comedy|Drama|Romance
4247,Joe Dirt ,Adventure|Comedy|Mystery|Romance
4248,Josie and the Pussycats ,Comedy
4251,Chopper ,Drama|Thriller
4252,"Circle, The (Dayereh) ",Drama
4254,Crocodile Dundee in Los Angeles ,Comedy|Drama
4255,Freddy Got Fingered ,Comedy
4256,"Center of the World, The ",Drama
4259,"Luzhin Defence, The ",Drama|Romance
4260,"Visit, The ",Drama
4262,Scarface ,Action|Crime|Drama
4263,Days of Wine and Roses ,Drama
4265,Driven ,Action|Thriller
4267,One Night at McCool's ,Comedy
4268,Town & Country ,Comedy
4270,"Mummy Returns, The ",Action|Adventure|Comedy|Thriller
4273,Under the Sand ,Drama
4275,Krull ,Action|Adventure|Fantasy|Sci-Fi
4276,Lost in America ,Comedy
4278,Triumph of the Will (Triumph des Willens) ,Documentary
4280,"World According to Garp, The ",Comedy|Drama|Romance
4282,Fellini Satyricon ,Drama|Fantasy
4284,Frankie and Johnny ,Comedy
4285,Frankie and Johnny ,Comedy|Romance
4289,"City of Women, The (Città delle donne, La) ",Comedy|Drama
4290,For the Boys ,Comedy|Drama|Musical
4291,Nine to Five (a.k.a. 9 to 5) ,Comedy|Crime
4292,Norma Rae ,Drama
4293,Summer Rental ,Comedy
4294,"5,000 Fingers of Dr. T, The ",Children|Fantasy|Musical
4296,Love Story ,Drama|Romance
4297,Pelle the Conqueror (Pelle erobreren) ,Drama
4298,Rififi (Du rififi chez les hommes) ,Crime|Film-Noir|Thriller
4299,"Knight's Tale, A ",Action|Comedy|Romance
4300,Bread and Roses ,Drama
4304,Startup.com ,Documentary
4305,Angel Eyes ,Romance|Thriller
4306,Shrek ,Adventure|Animation|Children|Comedy|Fantasy|Romance
4307,"Fast Food, Fast Women ",Comedy|Romance
4308,Moulin Rouge ,Drama|Musical|Romance
4310,Pearl Harbor ,Action|Drama|Romance|War
4312,Himalaya (Himalaya - l'enfance d'un chef) ,Adventure|Drama
4313,"Man Who Cried, The ",Drama
4316,Ice Castles ,Drama
4317,Love Potion #9 ,Comedy|Romance
4321,City Slickers ,Comedy|Western
4322,Eight Men Out ,Drama
4323,"Horse Soldiers, The ",Adventure|War|Western
4325,"Night, The (Notte, La) ",Drama
4326,Mississippi Burning ,Crime|Drama|Thriller
4327,"Magnificent Seven, The ",Adventure|Western
4329,Rio Bravo ,Western
4333,Throw Momma from the Train ,Comedy|Crime
4334,Yi Yi ,Drama
4337,"Sand Pebbles, The ",Drama|Romance|War
4338,Twelve O'Clock High ,Drama|War
4339,Von Ryan's Express ,Action|Adventure|Drama|War
4340,"Animal, The ",Comedy
4342,Big Eden ,Drama|Romance
4343,Evolution ,Comedy|Sci-Fi
4344,Swordfish ,Action|Crime|Drama
4345,"Anniversary Party, The ",Drama
4347,Divided We Fall (Musíme si pomáhat) ,Comedy|Drama
4349,Catch-22 ,Comedy|War
4350,Forgotten Silver ,Comedy|Documentary
4351,Point Break ,Action|Crime|Thriller
4353,Uncommon Valor ,Action|War
4354,Unlawful Entry ,Crime|Thriller
4355,Youngblood ,Action|Drama
4356,Gentlemen Prefer Blondes ,Comedy|Musical|Romance
4357,How to Marry a Millionaire ,Comedy|Drama|Romance
4359,"Seven Year Itch, The ",Comedy
4361,Tootsie ,Comedy|Romance
4366,Atlantis: The Lost Empire ,Adventure|Animation|Children|Fantasy
4367,Lara Croft: Tomb Raider ,Action|Adventure
4368,Dr. Dolittle 2 ,Comedy
4369,"Fast and the Furious, The ",Action|Crime|Thriller
4370,A.I. Artificial Intelligence ,Adventure|Drama|Sci-Fi
4371,Baby Boy ,Crime|Drama
4372,Crazy/Beautiful ,Drama|Romance
4373,Pootie Tang ,Comedy
4374,Let It Snow ,Comedy|Romance
4378,Sexy Beast ,Crime|Drama
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) ",Drama|Romance
4381,"Closet, The (Placard, Le) ",Comedy
4383,"Crimson Rivers, The (Rivières pourpres, Les) ",Crime|Drama|Mystery|Thriller
4384,Lumumba ,Drama
4386,Cats & Dogs ,Children|Comedy
4387,Kiss of the Dragon ,Action
4388,Scary Movie 2 ,Comedy
4389,Lost and Delirious ,Drama
4390,Rape Me (Baise-moi) ,Crime|Drama|Thriller
4392,Alice ,Comedy|Drama|Fantasy|Romance
4393,Another Woman ,Drama
4394,Beach Blanket Bingo ,Comedy|Musical
4395,Big Deal on Madonna Street (I Soliti Ignoti) ,Comedy|Crime
4396,"Cannonball Run, The ",Action|Comedy
4397,Cannonball Run II ,Action|Comedy
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) ",Comedy|Drama
4402,Dr. Goldfoot and the Bikini Machine ,Comedy
4403,"Fall of the House of Usher, The (House of Usher) ",Horror
4404,Faust ,Drama|Fantasy|Horror
4406,"Man Who Shot Liberty Valance, The ",Crime|Drama|Western
4407,Salvador ,Drama|Thriller|War
4408,September ,Drama
4409,Shadows and Fog ,Comedy|Drama|Mystery|Thriller
4410,Something Wild ,Comedy|Crime|Drama
4412,"Thing with Two Heads, The ",Comedy|Horror|Sci-Fi
4419,All That Heaven Allows ,Drama|Romance
4420,"Barefoot Contessa, The ",Drama
4422,Cries and Whispers (Viskningar och rop) ,Drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) ",Drama
4426,Kiss Me Deadly ,Film-Noir
4427,"Lion in Winter, The ",Drama
4428,"Misfits, The ",Comedy|Drama|Romance|Western
4429,Moby Dick ,Drama
4432,Sweet Smell of Success ,Drama|Film-Noir
4433,Written on the Wind ,Drama
4434,"10th Victim, The (La decima vittima) ",Action|Comedy|Sci-Fi|Thriller
4436,Obsession ,Mystery|Thriller
4437,Suspiria ,Horror
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) ",Action|Drama|Romance|Thriller
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) ,Drama
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) ",Action|Thriller
4441,Game of Death ,Action
4442,"Last Dragon, The ",Action|Comedy|Drama
4443,Outland ,Action|Sci-Fi|Thriller
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) ",Action|Crime
4445,T-Rex: Back to the Cretaceous ,Adventure|Documentary|IMAX
4446,Final Fantasy: The Spirits Within ,Adventure|Animation|Fantasy|Sci-Fi
4447,Legally Blonde ,Comedy|Romance
4448,"Score, The ",Action|Drama
4449,Adanggaman ,Drama
4450,Bully ,Crime|Drama|Thriller
4451,Jump Tomorrow ,Comedy|Drama|Romance
4452,Made ,Comedy
4453,Michael Jordan to the Max ,Documentary|IMAX
4454,More ,Animation|Drama|Sci-Fi|IMAX
4458,Africa: The Serengeti ,Documentary|IMAX
4459,Alaska: Spirit of the Wild ,Documentary|IMAX
4462,18 Again! ,Comedy|Fantasy
4463,1969,Drama|War
4464,"Accidental Tourist, The ",Comedy|Drama|Romance
4465,"Accused, The ",Drama
4466,Above the Law ,Action|Crime|Drama
4467,"Adventures of Baron Munchausen, The ",Adventure|Comedy|Fantasy
4470,Ariel ,Drama
4471,Arthur 2: On the Rocks ,Comedy|Romance
4473,Bat*21 ,Drama|War
4474,Beaches ,Comedy|Drama|Musical
4475,"Beast of War, The (Beast, The) ",Drama|War
4476,Big Business ,Comedy
4477,Big Top Pee-Wee ,Adventure|Children|Comedy
4478,Biloxi Blues ,Comedy|Drama
4480,"Blob, The ",Horror|Sci-Fi
4482,"Bright Lights, Big City ",Drama
4483,Caddyshack II ,Comedy
4484,Camille Claudel ,Drama
4487,Cocktail ,Drama|Romance
4488,Colors ,Action|Crime|Drama
4489,Coming to America ,Comedy|Romance
4490,"Couch Trip, The ",Comedy
4492,Critters ,Comedy|Sci-Fi
4495,Crossing Delancey ,Comedy|Romance
4496,D.O.A. ,Film-Noir|Mystery|Thriller
4497,Dead Heat ,Action|Comedy|Horror|Sci-Fi
4498,"Dead Pool, The ",Action|Crime|Thriller
4499,Dirty Rotten Scoundrels ,Comedy
4500,Drowning by Numbers ,Comedy|Drama
4502,Ernest Saves Christmas ,Children|Comedy
4504,Feds ,Comedy
4505,For Keeps ,Drama|Romance
4506,Frantic ,Crime|Mystery|Thriller
4508,Gorillas in the Mist ,Drama
4509,"Great Outdoors, The ",Comedy
4511,High Spirits ,Comedy
4516,Johnny Be Good ,Comedy
4517,Lady in White (a.k.a. The Mystery of the Lady in White) ,Horror|Mystery|Thriller
4518,The Lair of the White Worm ,Comedy|Horror
4519,"Land Before Time, The ",Adventure|Animation|Children|Fantasy
4520,License to Drive ,Comedy
4521,Little Nikita ,Drama
4522,Masquerade ,Mystery|Romance|Thriller
4523,Milagro Beanfield War ,Comedy|Drama|Fantasy
4524,Moon Over Parador ,Comedy
4526,My Stepmother Is an Alien ,Comedy|Romance|Sci-Fi
4527,"Night in the Life of Jimmy Reardon, A ",Comedy|Romance
4529,Bagdad Cafe (Out of Rosenheim) ,Comedy|Drama
4531,Red Heat ,Action
4533,"Return of the Living Dead, The ",Comedy|Horror|Sci-Fi
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) ,Adventure|Drama|Western
4535,"Man from Snowy River, The ",Drama|Romance|Western
4537,Running on Empty ,Drama
4541,"Serpent and the Rainbow, The ",Horror
4544,Short Circuit 2 ,Comedy|Sci-Fi
4545,Short Circuit ,Comedy|Sci-Fi
4546,"Vanishing, The (Spoorloos) ",Drama|Thriller
4552,"Tetsuo, the Ironman (Tetsuo) ",Action|Horror|Sci-Fi|Thriller
4553,They Live ,Action|Sci-Fi|Thriller
4557,Tucker: The Man and His Dream ,Drama
4558,Twins ,Comedy
4562,Without a Clue ,Comedy|Mystery
4563,Young Einstein ,Comedy
4564,Always ,Drama|Fantasy|Romance
4565,American Ninja ,Action|Adventure
4568,Best of the Best ,Action
4571,Bill & Ted's Excellent Adventure ,Adventure|Comedy|Sci-Fi
4572,Black Rain ,Action|Crime|Drama
4573,Blaze ,Comedy|Drama
4574,Blind Fury ,Action|Thriller
4577,Casualties of War ,Drama|War
4578,Chances Are ,Comedy|Romance
4580,Cyborg ,Action|Sci-Fi
4581,Dad ,Drama
4583,Disorganized Crime ,Action|Comedy
4584,Dream a Little Dream ,Comedy|Drama|Romance
4585,"Dream Team, The ",Comedy
4587,Earth Girls Are Easy ,Comedy|Musical|Sci-Fi
4589,Eddie and the Cruisers ,Drama|Musical|Mystery
4591,Erik the Viking ,Adventure|Comedy|Fantasy
4593,Family Business ,Comedy
4594,Farewell to the King ,Action|War
4595,Fat Man and Little Boy ,Drama
4597,Gleaming the Cube ,Action|Drama|Mystery
4599,Great Balls of Fire! ,Drama
4600,Gross Anatomy (a.k.a. A Cut Above) ,Comedy|Drama
4602,Harlem Nights ,Comedy|Crime|Romance
4603,Her Alibi ,Comedy|Romance
4605,How to Get Ahead in Advertising ,Comedy|Fantasy
4608,"Innocent Man, An ",Crime|Drama
4610,"January Man, The ",Comedy|Crime|Mystery|Thriller
4611,Johnny Handsome ,Crime|Drama
4612,Jesus of Montreal (Jésus de Montréal) ,Drama
4613,K-9 ,Action|Comedy|Crime
4614,Kickboxer ,Action
4615,Last Exit to Brooklyn ,Drama
4616,Lean on Me ,Drama
4617,Let It Ride ,Comedy
4619,Little Monsters ,Comedy
4621,Look Who's Talking ,Comedy|Romance
4622,Loverboy ,Comedy
4623,Major League ,Comedy
4624,Meet the Feebles ,Animation|Comedy|Musical
4625,Millennium ,Drama|Sci-Fi|Thriller
4626,Miracle Mile ,Drama|Romance|Sci-Fi
4628,New York Stories ,Comedy|Drama
4629,Next of Kin ,Action|Crime|Thriller
4630,No Holds Barred ,Action
4632,"Package, The ",Action|Thriller
4634,Penn & Teller Get Killed ,Adventure|Comedy
4635,Pink Cadillac ,Action|Comedy|Drama
4636,"Punisher, The ",Action
4638,Jurassic Park III ,Action|Adventure|Sci-Fi|Thriller
4639,America's Sweethearts ,Comedy|Romance
4640,Brother ,Action|Crime|Thriller
4641,Ghost World ,Comedy|Drama
4642,Hedwig and the Angry Inch ,Comedy|Drama|Musical
4643,Planet of the Apes ,Action|Adventure|Drama|Sci-Fi
4644,Bread and Tulips (Pane e tulipani) ,Comedy|Drama|Romance
4645,Cure ,Crime|Horror|Thriller
4646,Greenfingers ,Comedy|Drama
4649,Wet Hot American Summer ,Comedy
4653,"Return of the Musketeers, The ",Adventure|Comedy
4654,Road House ,Action|Drama
4658,Santa Sangre ,Drama|Horror|Mystery|Thriller
4660,Scenes from the Class Struggle in Beverly Hills ,Comedy
4661,Sea of Love ,Crime|Drama|Thriller
4662,"See No Evil, Hear No Evil ",Comedy|Crime
4663,She's Out of Control ,Comedy
4666,Skin Deep ,Comedy
4670,"Stepfather, The ",Horror|Thriller
4671,Sweetie ,Drama
4672,"Tall Guy, The ",Comedy|Romance
4673,Tango & Cash ,Action|Comedy|Crime|Thriller
4675,Three Fugitives ,Action|Comedy
4676,Troop Beverly Hills ,Comedy
4677,Turner & Hooch ,Comedy|Crime
4678,UHF ,Comedy
4679,Uncle Buck ,Comedy
4681,"War of the Roses, The ",Comedy|Drama
4683,"Wizard, The ",Adventure|Children|Comedy|Drama
4686,Weekend at Bernie's II ,Adventure|Comedy
4687,Billy Liar ,Comedy
4688,Black Robe ,Adventure|Drama
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) ",Mystery|Thriller
4690,"Cotton Club, The ",Crime|Musical
4695,Who'll Stop the Rain ,Crime|Drama
4697,Basket Case ,Comedy|Horror
4699,Original Sin ,Drama|Romance|Thriller
4700,"Princess Diaries, The ",Children|Comedy|Romance
4701,Rush Hour 2 ,Action|Comedy
4703,Chocolat ,Drama
4704,Hatari! ,Adventure|Comedy
4705,"Cage aux Folles, La ",Comedy
4708,Marat/Sade ,Drama|Musical
4709,Paint Your Wagon ,Comedy|Musical|Western
4710,"Shootist, The ",Drama|Western
